"Uberstrain","ST_Country","N_human_e.coli_shigella","N_bovine_e.coli_shigella","N_swine_e.coli_shigella","N_poultry_e.coli_shigella","N_dog_e.coli_shigella","N_water_e.coli_shigella","Name.x","Barcode.x","Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.","Source.Niche","Source.Type","Source.Details","Collection.Year","Collection.Month","Collection.Day","Collection.Time","Continent.x","Country.x","Region.x","District.x","City.x","Post.Code","Latitude.x","Longitude.x","Lab.Contact","Species.x","Serological.Group","Serotype.x","EcoR.Cluster","Path.Nonpath","Simple.Patho","Comment.x","Simple.Disease","Bio.Project.ID","Project.ID","Disease.x","Sample.ID","Secondary.Sample.ID","Date.Entered","Release.Date","Differences","ST","ST.Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA","is_common_ST","is_common_country","is_bovine","is_swine","is_poultry","is_human","is_human2","is_dog","is_water","is_concerned_host","Name.y","Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)","Source Niche","Source Type","Source Details","Collection Year","Collection Month","Collection Day","Collection Time","Continent.y","Country.y","Region.y","District.y","City.y","Post Code","Latitude.y","Longitude.y","Lab Contact","Species.y","Serological Group","Serotype.y","EcoR Cluster","Path/Nonpath","Simple Patho","Simple Disease","Comment.y","Bio Project ID","Project ID","Disease.y","Sample ID","Secondary Sample ID","Date Entered","Release Date","Barcode.y","Status","Coverage","N50","Length","Contig Number(>=200 bp)","Low Quality Bases","Version","Assembly barcode"
"ESC_PA1772AA","11_New Zealand",77,80,1,0,0,1,"ERL10835","ESC_PA1772AA","SRR7644942;ILLUMINA;Paired;;SRX4508067;SRA","Livestock","Bovine","Bos taurus; bovine",2010,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765959","SRS3627995","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL10835","SRR7644942;ILLUMINA;Paired;;SRX4508067;SRA","Livestock","Bovine","Bos taurus; bovine",2010,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765959","SRS3627995",2019-11-18,2019-08-01,"ESC_PA1772AA","Assembled",142,202999,5439788,203,24840,4.1,"ESC_GB6241AA_AS"
"ESC_PA1773AA","11_New Zealand",77,80,1,0,0,1,"ERL111029","ESC_PA1773AA","SRR7644943;ILLUMINA;Paired;;SRX4508066;SRA","Livestock","Bovine","Bos taurus; bovine",2011,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765960","SRS3628001","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL111029","SRR7644943;ILLUMINA;Paired;;SRX4508066;SRA","Livestock","Bovine","Bos taurus; bovine",2011,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765960","SRS3628001",2019-11-18,2019-08-01,"ESC_PA1773AA","Assembled",151,236478,5416775,225,41751,4.1,"ESC_GB6240AA_AS"
"ESC_PA1774AA","11_New Zealand",77,80,1,0,0,1,"ERL121115","ESC_PA1774AA","SRR7644944;ILLUMINA;Paired;;SRX4508065;SRA","Human","Human","Homo sapiens; human",2012,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765971","SRS3627999","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL121115","SRR7644944;ILLUMINA;Paired;;SRX4508065;SRA","Human","Human","Homo sapiens; human",2012,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765971","SRS3627999",2019-11-18,2019-08-01,"ESC_PA1774AA","Assembled",211,149720,5386499,256,35532,4.1,"ESC_GB6239AA_AS"
"ESC_PA1775AA","11_New Zealand",77,80,1,0,0,1,"ERL121148","ESC_PA1775AA","SRR7644945;ILLUMINA;Paired;;SRX4508064;SRA","Human","Human","Homo sapiens; human",2012,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765972","SRS3628000","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL121148","SRR7644945;ILLUMINA;Paired;;SRX4508064;SRA","Human","Human","Homo sapiens; human",2012,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765972","SRS3628000",2019-11-18,2019-08-01,"ESC_PA1775AA","Assembled",212,157558,5455958,217,76217,4.1,"ESC_GB6238AA_AS"
"ESC_PA1776AA","11_New Zealand",77,80,1,0,0,1,"ERL121207","ESC_PA1776AA","SRR7644946;ILLUMINA;Paired;;SRX4508063;SRA","Human","Human","Homo sapiens; human",2012,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765973","SRS3627998","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL121207","SRR7644946;ILLUMINA;Paired;;SRX4508063;SRA","Human","Human","Homo sapiens; human",2012,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765973","SRS3627998",2019-11-18,2019-08-01,"ESC_PA1776AA","Assembled",266,149136,5383819,244,36449,4.1,"ESC_GB6237AA_AS"
"ESC_PA1777AA","11_New Zealand",77,80,1,0,0,1,"ERL121344","ESC_PA1777AA","SRR7644947;ILLUMINA;Paired;;SRX4508062;SRA","Human","Human","Homo sapiens; human",2012,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765974","SRS3627996","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL121344","SRR7644947;ILLUMINA;Paired;;SRX4508062;SRA","Human","Human","Homo sapiens; human",2012,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765974","SRS3627996",2019-11-18,2019-08-01,"ESC_PA1777AA","Assembled",232,184325,5433372,246,29701,4.1,"ESC_GB6236AA_AS"
"ESC_PA1778AA","11_New Zealand",77,80,1,0,0,1,"ERL122002","ESC_PA1778AA","SRR7644948;ILLUMINA;Paired;;SRX4508061;SRA","Human","Human","Homo sapiens; human",2012,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765975","SRS3627997","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL122002","SRR7644948;ILLUMINA;Paired;;SRX4508061;SRA","Human","Human","Homo sapiens; human",2012,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765975","SRS3627997",2019-11-18,2019-08-01,"ESC_PA1778AA","Assembled",162,237616,5421739,229,44239,4.1,"ESC_GB6235AA_AS"
"ESC_PA1779AA","11_New Zealand",77,80,1,0,0,1,"ERL12568","ESC_PA1779AA","SRR7644949;ILLUMINA;Paired;;SRX4508060;SRA","Human","Human","Homo sapiens; human",2012,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765976","SRS3627992","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL12568","SRR7644949;ILLUMINA;Paired;;SRX4508060;SRA","Human","Human","Homo sapiens; human",2012,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765976","SRS3627992",2019-11-18,2019-08-01,"ESC_PA1779AA","Assembled",202,184269,5436635,267,38544,4.1,"ESC_GB6234AA_AS"
"ESC_PA1780AA","11_New Zealand",77,80,1,0,0,1,"ERL12857","ESC_PA1780AA","SRR7644950;ILLUMINA;Paired;;SRX4508059;SRA","Human","Human","Homo sapiens; human",2012,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765977","SRS3627991","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL12857","SRR7644950;ILLUMINA;Paired;;SRX4508059;SRA","Human","Human","Homo sapiens; human",2012,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765977","SRS3627991",2019-11-18,2019-08-01,"ESC_PA1780AA","Assembled",160,148373,5320855,208,45985,4.1,"ESC_GB6233AA_AS"
"ESC_PA1781AA","11_New Zealand",77,80,1,0,0,1,"h110a","ESC_PA1781AA","SRR7644951;ILLUMINA;Paired;;SRX4508058;SRA","Livestock","Bovine","Bos taurus; bovine",2010,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765978","SRS3627994","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","h110a","SRR7644951;ILLUMINA;Paired;;SRX4508058;SRA","Livestock","Bovine","Bos taurus; bovine",2010,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765978","SRS3627994",2019-11-18,2019-08-01,"ESC_PA1781AA","Assembled",189,179908,5431617,277,44828,4.1,"ESC_GB6232AA_AS"
"ESC_PA1782AA","11_New Zealand",77,80,1,0,0,1,"H12ESR1893","ESC_PA1782AA","SRR7644952;ILLUMINA;Paired;;SRX4508057;SRA","Livestock","Bovine","Bos taurus; bovine",2012,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765979","SRS3627990","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","H12ESR1893","SRR7644952;ILLUMINA;Paired;;SRX4508057;SRA","Livestock","Bovine","Bos taurus; bovine",2012,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765979","SRS3627990",2019-11-18,2019-08-01,"ESC_PA1782AA","Assembled",131,151733,5455293,230,32350,4.1,"ESC_GB6231AA_AS"
"ESC_PA1783AA","11_New Zealand",77,80,1,0,0,1,"H12ESR3001","ESC_PA1783AA","SRR7644953;ILLUMINA;Paired;;SRX4508056;SRA","Livestock","Bovine","Bos taurus; bovine",2012,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765980","SRS3627993","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","H12ESR3001","SRR7644953;ILLUMINA;Paired;;SRX4508056;SRA","Livestock","Bovine","Bos taurus; bovine",2012,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765980","SRS3627993",2019-11-18,2019-08-01,"ESC_PA1783AA","Assembled",129,160592,5356019,210,57343,4.1,"ESC_GB6230AA_AS"
"ESC_PA1790AA","11_New Zealand",77,80,1,0,0,1,"AGR2995","ESC_PA1790AA","SRR7592213;ILLUMINA;Paired;;SRX4457282;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,"","Oceania","New Zealand","","","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA482676","SRP155235","","SAMN09715186","SRS3595116","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","AGR2995","SRR7592213;ILLUMINA;Paired;;SRX4457282;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,NA,"Oceania","New Zealand","","",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA482676","SRP155235",NA,"SAMN09715186","SRS3595116",2019-11-18,2019-08-01,"ESC_PA1790AA","Assembled",161,170893,5417544,242,39398,4.1,"ESC_GB6225AA_AS"
"ESC_PA1791AA","11_New Zealand",77,80,1,0,0,1,"AGR2998","ESC_PA1791AA","SRR7592214;ILLUMINA;Paired;;SRX4457281;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,"","Oceania","New Zealand","","","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA482676","SRP155235","","SAMN09715187","SRS3595115","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","AGR2998","SRR7592214;ILLUMINA;Paired;;SRX4457281;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,NA,"Oceania","New Zealand","","",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA482676","SRP155235",NA,"SAMN09715187","SRS3595115",2019-11-18,2019-08-01,"ESC_PA1791AA","Assembled",163,148442,5479567,291,30581,4.1,"ESC_GB6224AA_AS"
"ESC_PA1792AA","11_New Zealand",77,80,1,0,0,1,"AGR2956","ESC_PA1792AA","SRR7592215;ILLUMINA;Paired;;SRX4457280;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,"","Oceania","New Zealand","","","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA482676","SRP155235","","SAMN09715184","SRS3595114","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","AGR2956","SRR7592215;ILLUMINA;Paired;;SRX4457280;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,NA,"Oceania","New Zealand","","",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA482676","SRP155235",NA,"SAMN09715184","SRS3595114",2019-11-18,2019-08-01,"ESC_PA1792AA","Assembled",116,146787,5477189,264,26615,4.1,"ESC_GB6223AA_AS"
"ESC_PA1793AA","11_New Zealand",77,80,1,0,0,1,"AGR2960","ESC_PA1793AA","SRR7592216;ILLUMINA;Paired;;SRX4457279;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,"","Oceania","New Zealand","","","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA482676","SRP155235","","SAMN09715185","SRS3595113","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","AGR2960","SRR7592216;ILLUMINA;Paired;;SRX4457279;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,NA,"Oceania","New Zealand","","",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA482676","SRP155235",NA,"SAMN09715185","SRS3595113",2019-11-18,2019-08-01,"ESC_PA1793AA","Assembled",182,148442,5499435,291,44630,4.1,"ESC_GB6222AA_AS"
"ESC_PA1794AA","11_New Zealand",77,80,1,0,0,1,"AGR2944","ESC_PA1794AA","SRR7592217;ILLUMINA;Paired;;SRX4457278;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,"","Oceania","New Zealand","","","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA482676","SRP155235","","SAMN09715182","SRS3595112","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","AGR2944","SRR7592217;ILLUMINA;Paired;;SRX4457278;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,NA,"Oceania","New Zealand","","",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA482676","SRP155235",NA,"SAMN09715182","SRS3595112",2019-11-18,2019-08-01,"ESC_PA1794AA","Assembled",164,148446,5480721,290,35824,4.1,"ESC_GB6221AA_AS"
"ESC_PA1795AA","11_New Zealand",77,80,1,0,0,1,"AGR2954","ESC_PA1795AA","SRR7592218;ILLUMINA;Paired;;SRX4457277;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,"","Oceania","New Zealand","","","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA482676","SRP155235","","SAMN09715183","SRS3595110","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","AGR2954","SRR7592218;ILLUMINA;Paired;;SRX4457277;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,NA,"Oceania","New Zealand","","",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA482676","SRP155235",NA,"SAMN09715183","SRS3595110",2019-11-18,2019-08-01,"ESC_PA1795AA","Assembled",141,148450,5480585,266,25834,4.1,"ESC_GB6220AA_AS"
"ESC_PA1796AA","11_New Zealand",77,80,1,0,0,1,"AGR2940","ESC_PA1796AA","SRR7592219;ILLUMINA;Paired;;SRX4457276;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,"","Oceania","New Zealand","","","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA482676","SRP155235","","SAMN09715180","SRS3595111","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","AGR2940","SRR7592219;ILLUMINA;Paired;;SRX4457276;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,NA,"Oceania","New Zealand","","",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA482676","SRP155235",NA,"SAMN09715180","SRS3595111",2019-11-18,2019-08-01,"ESC_PA1796AA","Assembled",206,110525,5469925,292,73855,4.1,"ESC_GB6219AA_AS"
"ESC_PA1797AA","11_New Zealand",77,80,1,0,0,1,"AGR2942","ESC_PA1797AA","SRR7592220;ILLUMINA;Paired;;SRX4457275;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,"","Oceania","New Zealand","","","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA482676","SRP155235","","SAMN09715181","SRS3595109","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","AGR2942","SRR7592220;ILLUMINA;Paired;;SRX4457275;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,NA,"Oceania","New Zealand","","",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA482676","SRP155235",NA,"SAMN09715181","SRS3595109",2019-11-18,2019-08-01,"ESC_PA1797AA","Assembled",174,183936,5417778,234,33488,4.1,"ESC_GB6218AA_AS"
"ESC_PA1798AA","11_New Zealand",77,80,1,0,0,1,"AGR3051","ESC_PA1798AA","SRR7592221;ILLUMINA;Paired;;SRX4457274;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,"","Oceania","New Zealand","","","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA482676","SRP155235","","SAMN09715188","SRS3595108","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","AGR3051","SRR7592221;ILLUMINA;Paired;;SRX4457274;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,NA,"Oceania","New Zealand","","",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA482676","SRP155235",NA,"SAMN09715188","SRS3595108",2019-11-18,2019-08-01,"ESC_PA1798AA","Assembled",138,148438,5509673,275,27116,4.1,"ESC_GB6217AA_AS"
"ESC_PA1799AA","11_New Zealand",77,80,1,0,0,1,"AGR3124","ESC_PA1799AA","SRR7592222;ILLUMINA;Paired;;SRX4457273;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,"","Oceania","New Zealand","","","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA482676","SRP155235","","SAMN09715189","SRS3595107","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","AGR3124","SRR7592222;ILLUMINA;Paired;;SRX4457273;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,NA,"Oceania","New Zealand","","",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA482676","SRP155235",NA,"SAMN09715189","SRS3595107",2019-11-18,2019-08-01,"ESC_PA1799AA","Assembled",233,146828,5417083,275,30518,4.1,"ESC_GB6216AA_AS"
"ESC_PA1800AA","11_New Zealand",77,80,1,0,0,1,"AGR3132","ESC_PA1800AA","SRR7592223;ILLUMINA;Paired;;SRX4457272;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,"","Oceania","New Zealand","","","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA482676","SRP155235","","SAMN09715190","SRS3595106","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","AGR3132","SRR7592223;ILLUMINA;Paired;;SRX4457272;SRA","Livestock","Bovine","Bos taurus; bovine faeces",2016,7,NA,NA,"Oceania","New Zealand","","",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA482676","SRP155235",NA,"SAMN09715190","SRS3595106",2019-11-18,2019-08-01,"ESC_PA1800AA","Assembled",174,146828,5412813,245,33492,4.1,"ESC_GB6215AA_AS"
